gid	HCT116_ctrl1	HCT116_ctrl2	HCT116_ctrl3	HCT116_curcumin1	HCT116_curcumin2	HCT116_curcumin3
ENSG00000231984	0	0	0	0	0	0
ENSG00000277462	209	300	227	84	18	58
ENSG00000035687	1445	1450	1496	393	828	814
ENSG00000180287	2	0	0	0	0	0
ENSG00000226693	0	0	0	0	0	0
ENSG00000231272	0	0	0	0	0	0
ENSG00000223828	2	0	0	0	0	0
ENSG00000226723	0	4	0	0	2	0
ENSG00000272672	0	0	0	0	0	0
ENSG00000235096	0	0	0	0	0	0
ENSG00000007341	260	224	226	233	269	312
ENSG00000143324	2030	2260	1830	1171	1185	1253
ENSG00000225222	0	0	0	0	0	0
ENSG00000198842	0	0	4	0	0	0
ENSG00000286619	227	119	212	44	55	74
ENSG00000198756	16	8	12	6	25	20
ENSG00000227554	4	0	0	0	0	0
ENSG00000178596	4	0	0	0	0	0
ENSG00000054282	407	329	425	205	224	323
ENSG00000183780	313	347	506	132	134	184
ENSG00000229663	0	0	0	0	0	0
ENSG00000162702	1903	1765	1849	485	312	238
ENSG00000228530	0	0	0	0	0	0
ENSG00000143194	0	0	6	0	0	3
ENSG00000054267	1402	1156	1545	986	614	396
ENSG00000287921	7	2	0	2	0	4
ENSG00000232166	4	0	0	0	0	0
ENSG00000175137	1740	2200	2017	1392	829	878
ENSG00000134245	182	132	157	101	66	44
ENSG00000187889	0	0	0	0	0	0
ENSG00000097046	490	749	652	162	287	329
ENSG00000231378	0	0	0	0	0	0
ENSG00000235605	3	0	5	3	4	1
ENSG00000224857	0	1	0	0	0	4
ENSG00000273367	1	5	5	0	0	0
ENSG00000231605	0	0	0	14	0	0
ENSG00000236358	2	0	0	0	4	3
ENSG00000203737	8	2	0	2	0	0
ENSG00000215873	0	0	0	0	0	0
ENSG00000185420	1112	821	1207	926	925	1223
ENSG00000272175	4	0	0	0	0	0
ENSG00000213070	0	0	2	0	0	0
ENSG00000229747	0	0	0	0	0	0
ENSG00000136636	1602	2431	2002	575	622	801
ENSG00000225486	0	0	0	0	0	2
ENSG00000163874	774	497	569	2568	2033	1673
ENSG00000213068	0	0	0	0	0	0
ENSG00000054392	219	103	235	130	100	106
ENSG00000188739	22	45	17	18	18	6
ENSG00000273198	0	0	0	0	0	0
ENSG00000225719	0	0	0	0	0	0
ENSG00000273483	2	5	2	2	0	18
ENSG00000232809	0	0	0	0	0	0
ENSG00000285981	0	0	0	0	0	0
ENSG00000215796	4	2	0	0	0	0
ENSG00000233047	0	0	0	0	0	0
ENSG00000143341	192	127	144	69	67	69
ENSG00000116703	0	0	2	11	0	0
ENSG00000264341	0	0	0	0	0	0
ENSG00000264101	1	0	3	0	0	0
ENSG00000252404	0	0	0	0	0	0
ENSG00000243267	6	0	0	0	0	0
ENSG00000252151	0	0	0	0	0	0
ENSG00000252969	0	0	0	0	0	0
ENSG00000252956	0	0	0	0	0	0
ENSG00000284357	0	0	0	0	0	0
ENSG00000207237	0	0	2	0	0	0
ENSG00000252691	0	0	0	0	0	0
ENSG00000207941	0	0	0	0	0	0
ENSG00000199963	0	0	0	0	0	0
ENSG00000264698	0	0	0	0	0	0
ENSG00000207328	0	0	0	0	0	0
ENSG00000207466	0	0	4	0	0	0
ENSG00000252368	0	0	0	0	0	0
ENSG00000206779	0	0	0	0	0	0
ENSG00000200796	0	0	0	0	0	0
ENSG00000252190	0	0	0	0	0	0
ENSG00000283724	0	0	0	0	0	0
ENSG00000284410	0	0	0	0	0	0
ENSG00000252018	0	1	0	0	0	0
ENSG00000206627	0	0	0	0	0	0
ENSG00000207508	0	0	0	0	0	0
ENSG00000200171	0	0	0	0	0	0
ENSG00000207194	0	0	0	0	0	0
ENSG00000283477	0	0	0	0	0	0
ENSG00000263675	2	8	10	0	0	0
ENSG00000238653	0	0	0	0	0	0
ENSG00000212624	0	0	0	0	0	0
ENSG00000200575	0	0	0	0	0	0
ENSG00000212360	0	0	0	0	0	0
ENSG00000251825	0	0	0	0	0	0
ENSG00000222624	0	0	0	0	0	0
ENSG00000223152	0	0	0	0	0	0
ENSG00000212308	0	0	0	0	0	0
ENSG00000276081	0	0	0	0	0	0
ENSG00000239640	0	0	0	0	0	0
ENSG00000252338	0	0	0	0	0	0
ENSG00000239319	0	0	0	0	0	0
ENSG00000251767	0	0	0	0	0	0
ENSG00000202263	0	0	0	0	0	0
ENSG00000199318	0	0	0	0	0	0
ENSG00000199666	0	0	0	0	0	0
ENSG00000200601	0	0	0	0	0	0
ENSG00000242482	0	0	0	0	0	0
ENSG00000201620	0	0	0	0	0	0
ENSG00000206817	0	0	0	0	0	0
ENSG00000264963	0	0	0	0	0	0
ENSG00000198974	0	0	1	0	0	0
ENSG00000212248	0	0	1	0	0	0
ENSG00000207962	0	0	0	0	0	3
ENSG00000207234	0	2	0	0	0	0
ENSG00000202259	4	1	0	0	0	0
ENSG00000212459	0	0	0	2	0	0
ENSG00000263526	5	0	0	0	0	0
ENSG00000211575	1	1	0	0	0	0
ENSG00000202254	0	0	0	0	0	0
ENSG00000201491	0	0	0	0	0	0
ENSG00000275455	0	0	0	0	0	0
ENSG00000200800	0	0	0	0	0	0
ENSG00000252530	0	0	0	0	0	0
ENSG00000200536	0	0	0	0	0	0
ENSG00000211543	0	0	0	0	0	0
ENSG00000252797	0	0	0	0	0	0
ENSG00000212266	0	0	0	1	0	0
ENSG00000222209	0	0	0	0	0	0
ENSG00000277141	0	0	0	0	0	0
ENSG00000215930	0	0	0	0	0	0
ENSG00000238761	0	0	0	0	0	0
ENSG00000222069	0	0	0	0	0	0
ENSG00000252005	0	0	0	0	0	0
ENSG00000252510	0	0	0	0	0	0
ENSG00000252830	0	0	0	0	0	0
ENSG00000283296	0	0	0	0	0	0
ENSG00000252717	0	0	0	0	0	0
ENSG00000277313	0	0	0	0	0	0
ENSG00000207472	0	0	0	0	0	0
ENSG00000199849	0	0	0	0	0	0
ENSG00000212538	0	0	0	0	0	0
ENSG00000251813	0	0	0	0	0	0
ENSG00000207108	0	0	0	0	0	0
ENSG00000202491	0	0	0	0	0	0
ENSG00000201596	0	0	0	0	0	0
ENSG00000273629	0	0	0	0	0	0
ENSG00000201493	0	0	0	0	0	0
ENSG00000200139	0	0	0	0	0	0
ENSG00000253025	0	0	0	0	0	0
ENSG00000201544	3	3	2	0	0	0
ENSG00000202498	0	0	0	0	0	0
ENSG00000221545	0	0	0	0	0	0
ENSG00000252906	2	0	0	2	0	0
ENSG00000202329	0	0	0	0	0	0
ENSG00000242794	0	0	0	0	0	0
ENSG00000283340	0	0	0	0	0	0
ENSG00000252860	0	0	0	0	0	0
ENSG00000263390	0	0	0	0	0	0
ENSG00000207181	1	2	5	14	4	5
ENSG00000264377	0	0	0	0	0	0
ENSG00000207149	0	0	0	3	1	0
ENSG00000284485	0	0	0	0	0	0
ENSG00000239494	6	16	2	0	0	0
ENSG00000199442	0	0	0	0	0	0
ENSG00000239690	0	0	0	10	0	0
ENSG00000202184	0	2	0	0	0	0
ENSG00000241395	0	0	0	0	0	0
ENSG00000200982	0	0	0	0	0	0
ENSG00000222407	0	0	0	0	0	0
ENSG00000200495	0	0	0	0	0	0
ENSG00000252553	0	0	0	0	0	0
ENSG00000222240	0	0	0	0	0	0
ENSG00000212187	0	0	0	2	0	0
ENSG00000200036	0	0	0	0	0	0
ENSG00000212610	0	0	0	0	0	0
ENSG00000200327	0	0	0	0	0	0
ENSG00000200972	0	0	0	0	0	0
ENSG00000252011	0	0	0	0	0	0
ENSG00000207326	4	0	0	0	0	0
ENSG00000212205	3	1	3	0	0	0
ENSG00000264358	0	3	0	0	0	0
ENSG00000212527	0	0	0	0	0	0
ENSG00000252879	0	0	0	0	0	0
ENSG00000202264	0	0	0	0	0	0
ENSG00000285609	0	0	0	0	0	0
ENSG00000252084	0	0	0	0	0	0
ENSG00000200085	0	0	0	0	0	0
ENSG00000264500	0	0	0	0	0	0
ENSG00000202025	0	0	0	0	0	0
ENSG00000225545	0	0	0	0	0	0
ENSG00000206990	0	0	0	0	0	0
ENSG00000230175	0	0	0	0	0	0
ENSG00000225272	0	0	0	0	0	0
ENSG00000273365	0	0	10	24	18	9
ENSG00000230659	0	0	0	0	0	0
ENSG00000162545	2095	1338	2109	1076	932	1010
ENSG00000090432	1769	1993	2053	1137	559	429
ENSG00000215520	0	0	0	0	0	12
ENSG00000183114	0	0	0	0	4	0
ENSG00000158825	496	407	527	670	840	844
ENSG00000158828	810	759	827	323	322	558
ENSG00000284005	0	0	0	0	0	0
ENSG00000234473	6	13	10	0	0	0
ENSG00000238754	8	0	0	0	0	0
ENSG00000221680	0	0	0	0	0	0
ENSG00000162630	4	10	3	0	0	0
ENSG00000276735	2	0	0	0	0	0
ENSG00000229639	0	0	0	0	0	0
ENSG00000287453	2	2	0	0	0	0
ENSG00000270615	0	0	0	0	0	0
ENSG00000287283	0	0	0	0	0	0
ENSG00000240692	0	0	0	0	0	0
ENSG00000237919	0	0	0	0	0	0
ENSG00000066557	431	678	700	196	259	337
ENSG00000244389	0	0	0	0	0	0
ENSG00000228988	1	0	0	0	0	0
ENSG00000118454	1277	1420	1529	494	286	525
ENSG00000116761	637	384	596	194	175	196
ENSG00000278636	0	0	0	0	0	0
ENSG00000271992	8	17	29	0	2	12
ENSG00000237033	0	0	0	0	0	0
ENSG00000007968	1113	1627	1257	227	250	230
ENSG00000117318	11618	10013	11965	2652	1501	1281
ENSG00000229239	0	0	0	0	0	0
ENSG00000142676	14529	10949	17431	46201	43247	37184
ENSG00000057757	1427	1645	1890	1911	1582	1522
ENSG00000117308	1929	1974	2482	926	1658	1896
ENSG00000273844	0	0	0	4	0	0
ENSG00000235748	0	1	0	0	0	0
ENSG00000221879	0	0	0	0	0	0
ENSG00000230260	0	0	0	0	0	0
ENSG00000199241	0	0	0	0	0	0
ENSG00000223963	0	0	0	6	0	0
ENSG00000215802	0	0	0	0	0	0
ENSG00000233615	0	0	0	0	0	0
ENSG00000238085	0	0	0	0	0	0
ENSG00000265831	0	0	0	0	0	0
ENSG00000224348	0	0	0	0	0	0
ENSG00000287738	0	0	0	0	10	2
ENSG00000132703	0	0	0	0	0	0
ENSG00000276632	0	0	0	0	0	0
ENSG00000223603	0	0	0	0	0	0
ENSG00000132693	0	0	0	0	0	0
ENSG00000235226	0	0	0	0	0	0
ENSG00000158716	810	765	980	640	702	729
ENSG00000181036	0	0	2	8	0	0
ENSG00000158714	0	0	0	0	2	0
ENSG00000212161	0	0	0	0	0	0
ENSG00000243284	0	0	0	6	0	0
ENSG00000213085	7	16	10	30	68	30
ENSG00000266458	0	0	0	0	0	0
ENSG00000287040	4	0	0	0	0	0
ENSG00000279430	0	0	0	2	0	0
ENSG00000162723	0	0	0	0	0	0
ENSG00000273933	0	0	0	0	0	0
ENSG00000256029	7	0	2	0	3	0
ENSG00000188004	0	0	0	0	0	0
ENSG00000266580	0	0	0	0	0	0
ENSG00000254545	0	0	0	0	0	0
ENSG00000269967	12	9	9	10	0	6
ENSG00000228634	19	2	4	0	0	0
ENSG00000284702	0	0	0	0	0	0
ENSG00000221040	0	0	0	0	0	0
ENSG00000163399	10156	8937	8925	13264	10427	11342
ENSG00000212385	0	0	0	0	0	0
ENSG00000200547	0	0	0	0	0	0
ENSG00000224950	14	10	12	1	18	0
ENSG00000177888	1439	1153	1648	329	226	269
ENSG00000243364	340	388	325	171	75	115
ENSG00000251246	0	0	0	0	0	0
ENSG00000143590	362	294	303	117	120	130
ENSG00000202027	0	0	0	0	0	0
ENSG00000169242	974	598	1251	1177	635	396
ENSG00000169241	2213	1657	2423	2268	2033	2288
ENSG00000223452	0	0	0	2	0	0
ENSG00000163463	117	120	102	26	12	26
ENSG00000273088	0	0	0	0	0	0
ENSG00000284586	0	0	0	0	0	0
ENSG00000169231	122	67	97	68	120	168
ENSG00000177628	1384	1653	1115	453	534	631
ENSG00000143630	305	286	257	142	137	225
ENSG00000143627	0	0	6	6	0	4
ENSG00000253074	0	0	0	0	0	0
ENSG00000252116	0	0	0	0	0	0
ENSG00000228523	0	0	0	0	0	0
ENSG00000223263	2	0	0	2	3	0
ENSG00000207504	0	0	0	4	0	0
ENSG00000238139	0	0	0	0	0	0
ENSG00000197721	0	0	0	5	0	2
ENSG00000244703	37	7	18	17	7	4
ENSG00000226289	0	0	0	0	0	2
ENSG00000285239	0	0	0	4	0	0
ENSG00000234219	0	0	0	8	0	0
ENSG00000174059	0	0	0	0	0	6
ENSG00000158731	0	0	0	0	0	0
ENSG00000201746	0	0	0	0	0	0
ENSG00000264881	0	0	0	0	0	0
ENSG00000199562	1	0	0	0	0	2
ENSG00000264501	0	0	0	0	0	0
ENSG00000284735	17	15	18	19	0	0
ENSG00000284642	16	42	38	22	7	9
ENSG00000142657	7857	8764	8236	8211	8025	8022
ENSG00000271989	1	1	0	10	0	6
ENSG00000251503	1	2	2	5	2	0
ENSG00000175279	41	82	62	44	73	85
ENSG00000160049	3858	3347	3434	1303	1295	1376
ENSG00000203469	0	0	0	0	0	0
ENSG00000236035	6	0	0	12	0	0
ENSG00000221643	2	3	1	0	0	0
ENSG00000227417	6	5	2	0	0	0
ENSG00000223505	8	3	0	6	0	0
ENSG00000182004	885	980	1326	1886	1909	1791
ENSG00000236430	0	0	6	0	0	0
ENSG00000130768	1162	646	962	336	371	344
ENSG00000238231	0	2	0	18	0	7
ENSG00000240750	0	0	0	0	0	2
ENSG00000158156	880	778	727	127	143	83
ENSG00000182118	797	668	839	223	301	418
ENSG00000283799	0	0	0	0	0	0
ENSG00000227934	2	4	0	6	23	2
ENSG00000229595	0	0	0	0	0	0
ENSG00000143633	460	667	555	86	51	204
ENSG00000281912	8	0	8	0	0	0
ENSG00000288208	0	0	0	0	0	0
ENSG00000132773	380	496	397	366	258	239
ENSG00000070759	259	170	209	191	182	140
ENSG00000236872	0	0	0	0	0	0
ENSG00000280670	121	177	124	135	162	116
ENSG00000132763	573	646	584	211	134	204
ENSG00000226164	0	0	0	0	0	0
ENSG00000224014	0	2	0	3	0	0
ENSG00000215795	0	2	6	7	0	0
ENSG00000259865	101	121	219	15	24	8
ENSG00000283881	0	0	0	0	0	0
ENSG00000252516	1	2	2	0	0	0
ENSG00000214144	0	0	0	6	4	0
ENSG00000235818	0	0	0	0	0	2
ENSG00000202079	9	3	4	0	2	0
ENSG00000169224	0	0	0	0	4	0
ENSG00000177489	0	0	0	0	0	0
ENSG00000177476	0	0	0	0	0	0
ENSG00000283369	0	0	0	0	0	0
ENSG00000230411	0	0	0	0	0	0
ENSG00000251977	0	0	0	0	0	0
ENSG00000252254	0	6	0	2	0	0
ENSG00000227854	0	0	0	0	0	0
ENSG00000215805	0	0	0	0	0	0
ENSG00000228818	6	4	4	12	8	4
ENSG00000202041	0	0	0	0	0	0
ENSG00000223694	0	0	0	0	0	0
ENSG00000233735	0	0	0	0	0	0
ENSG00000133019	0	0	0	0	0	0
ENSG00000162636	1096	1554	1098	326	322	336
ENSG00000162639	0	0	0	6	10	2
ENSG00000134186	1911	1946	2120	1097	923	995
ENSG00000143107	2	0	1	78	31	30
ENSG00000232971	0	0	0	0	0	0
ENSG00000116266	758	745	1245	311	172	346
ENSG00000228076	0	0	0	0	0	0
ENSG00000237349	0	4	0	2	0	0
ENSG00000244716	195	152	344	412	309	284
ENSG00000228665	2	0	0	0	3	0
ENSG00000228054	0	0	0	2	0	0
ENSG00000215717	889	562	906	855	656	581
ENSG00000278249	0	0	0	0	0	0
ENSG00000251484	5	3	0	6	0	4
ENSG00000132676	3304	3305	4005	3805	3967	4127
ENSG00000234937	2	0	6	8	0	0
ENSG00000132718	26	58	30	38	18	15
ENSG00000283442	0	1	0	0	0	0
ENSG00000132680	2366	1924	2262	3648	2255	1968
ENSG00000207475	7	4	6	0	1	0
ENSG00000280466	0	0	0	0	0	0
ENSG00000281394	0	0	0	0	0	0
ENSG00000277817	0	0	0	0	0	0
ENSG00000224276	4	4	0	15	2	8
ENSG00000163479	4114	4429	5224	3818	3511	3209
ENSG00000160803	4761	4337	4376	2422	2524	2718
ENSG00000132698	2710	1749	3236	2299	1983	2292
ENSG00000252236	0	0	0	0	5	0
ENSG00000260238	0	0	0	0	0	0
ENSG00000242252	4	5	0	12	5	16
ENSG00000198952	4923	5307	4929	3836	4217	4127
ENSG00000163472	128	151	178	122	50	89
ENSG00000163468	18126	24575	23733	26462	25235	24277
ENSG00000132677	252	188	267	223	286	183
ENSG00000207933	0	0	0	0	0	0
ENSG00000254726	1280	727	1029	227	205	190
ENSG00000186377	8	0	1	0	4	0
ENSG00000186160	0	0	0	0	0	0
ENSG00000225154	3	0	0	0	0	0
ENSG00000225514	0	0	0	0	0	0
ENSG00000162366	0	0	0	0	0	0
ENSG00000226252	0	0	0	0	4	0
ENSG00000186790	55	56	69	69	58	39
ENSG00000237424	31	40	45	31	66	10
ENSG00000189030	0	2	2	20	5	14
ENSG00000162763	0	0	0	0	0	0
ENSG00000143061	3580	3034	2985	419	426	465
ENSG00000203740	0	0	0	0	0	0
ENSG00000162374	0	0	0	14	2	0
ENSG00000168275	166	224	230	315	259	227
ENSG00000241563	14	11	13	6	26	16
ENSG00000153207	3216	3923	3011	3083	1754	1506
ENSG00000156869	847	731	1050	280	232	352
ENSG00000033122	11	21	34	13	5	29
ENSG00000143278	0	2	0	5	5	10
ENSG00000116678	493	229	515	261	294	322
ENSG00000159352	4512	6440	5955	7515	6993	7143
ENSG00000158710	4757	4732	5867	4909	4670	5515
ENSG00000049239	4723	2331	4480	483	501	366
ENSG00000186564	474	416	371	36	52	38
ENSG00000244038	20990	20459	22857	36298	32753	31118
ENSG00000116690	11	15	1	11	6	13
ENSG00000126091	134	63	69	33	10	30
ENSG00000171163	841	700	954	573	520	991
ENSG00000172456	93	90	78	163	130	91
ENSG00000158786	0	0	0	0	0	6
ENSG00000118733	0	0	0	0	0	0
ENSG00000157870	1632	1709	1534	1042	1209	1602
ENSG00000179085	89	92	112	118	176	140
ENSG00000173080	19	0	0	12	22	7
ENSG00000276470	0	0	0	0	0	0
ENSG00000278852	0	0	0	0	0	0
ENSG00000275915	0	0	0	0	0	0
ENSG00000120937	0	0	0	2	0	0
ENSG00000224904	0	0	0	0	0	2
ENSG00000201801	0	0	0	0	0	2
ENSG00000083444	15033	15720	16704	14723	15316	16447
ENSG00000287384	6	0	5	1	22	0
ENSG00000270914	0	0	0	0	0	0
ENSG00000116691	1589	1390	1747	872	1142	1593
ENSG00000202461	0	0	3	5	0	0
ENSG00000276869	0	0	0	0	0	0
ENSG00000243539	0	0	0	0	0	8
ENSG00000120949	8	2	0	34	27	0
ENSG00000201135	0	0	0	0	0	0
ENSG00000227875	0	0	1	0	0	0
ENSG00000285604	0	0	0	0	0	0
ENSG00000283789	0	0	0	0	0	0
ENSG00000263676	0	0	0	0	0	0
ENSG00000200591	0	4	2	2	0	0
ENSG00000162521	6798	6166	7702	4687	4672	5236
ENSG00000162520	63	45	30	30	12	6
ENSG00000162522	6138	5826	5450	1568	1729	2008
ENSG00000116497	1325	1304	1431	256	252	346
ENSG00000121905	8	13	17	38	6	8
ENSG00000121900	2117	2599	2779	2430	2363	2764
ENSG00000278966	1	0	4	2	0	0
ENSG00000143222	887	996	930	1520	1630	1569
ENSG00000143224	484	446	538	312	463	493
ENSG00000158850	2391	2357	2523	1815	1639	1708
ENSG00000158859	8	8	7	46	21	6
ENSG00000158869	6	1	0	18	19	4
ENSG00000158882	274	453	282	131	43	117
ENSG00000284035	0	0	0	0	0	0
ENSG00000248485	2	1	7	11	0	0
ENSG00000188931	222	169	215	45	39	20
ENSG00000236484	4	6	0	6	0	0
ENSG00000288093	4	5	2	0	1	0
ENSG00000206921	0	0	0	0	0	0
ENSG00000215840	10	2	10	4	4	2
ENSG00000277882	0	0	0	6	0	0
ENSG00000283317	27	6	7	0	4	0
ENSG00000277762	0	0	0	0	0	0
ENSG00000227139	0	0	0	0	0	0
ENSG00000265107	4	0	0	0	0	0
ENSG00000234190	0	0	0	0	0	0
ENSG00000223728	0	0	0	0	4	0
ENSG00000121634	0	0	0	16	11	4
ENSG00000188092	88	98	135	141	103	101
ENSG00000273059	0	0	0	0	0	0
ENSG00000206791	4	1	0	4	8	0
ENSG00000206585	0	0	0	0	0	0
ENSG00000198658	8	18	7	29	4	0
ENSG00000238382	0	0	0	0	0	0
ENSG00000207190	0	0	0	0	0	0
ENSG00000200508	0	0	0	0	0	0
ENSG00000116688	5976	7091	5823	3210	3407	3510
ENSG00000188800	0	2	0	37	30	19
ENSG00000084073	2834	3801	3111	1940	1891	2147
ENSG00000231296	0	0	1	0	0	0
ENSG00000049089	365	242	325	366	300	221
ENSG00000227311	0	0	0	0	0	0
ENSG00000213172	0	0	0	0	0	0
ENSG00000284677	7	0	2	10	0	1
ENSG00000187801	11	22	16	25	4	4
ENSG00000260920	35	16	22	4	4	0
ENSG00000255054	0	0	0	0	0	0
ENSG00000127423	397	472	436	78	100	144
ENSG00000182749	407	382	358	92	103	206
ENSG00000207302	2	2	0	0	0	0
ENSG00000229786	0	0	2	4	0	0
ENSG00000223624	0	0	0	0	2	0
ENSG00000283938	0	0	0	0	0	0
ENSG00000199385	0	0	0	0	0	0
ENSG00000263381	0	0	0	0	0	0
ENSG00000126106	228	233	346	68	135	177
ENSG00000198520	133	29	131	242	231	166
ENSG00000142945	2225	3703	3031	561	916	1192
ENSG00000142937	29804	22672	36133	80123	73778	72884
ENSG00000264294	0	0	0	0	0	0
ENSG00000200913	11	5	9	3	3	0
ENSG00000202031	0	0	0	0	0	0
ENSG00000207421	0	0	0	0	0	0
ENSG00000281859	0	0	0	0	0	0
ENSG00000234093	3	2	2	10	9	2
ENSG00000202444	0	0	0	0	0	0
ENSG00000226499	4	2	8	0	6	3
ENSG00000070785	471	477	536	302	402	437
ENSG00000253039	0	0	0	3	0	0
ENSG00000229815	0	4	0	0	0	0
ENSG00000232369	0	0	0	4	0	0
ENSG00000268949	0	0	0	0	0	0
ENSG00000126107	1381	1630	1333	517	617	833
ENSG00000126088	1510	1732	1697	1190	1638	1580
ENSG00000234315	0	0	0	0	0	0
ENSG00000162408	2540	3069	2285	538	399	702
ENSG00000229519	9	2	5	0	0	0
ENSG00000173662	10	0	4	10	0	0
ENSG00000204859	860	738	1012	392	344	456
ENSG00000230735	1	0	0	0	0	0
ENSG00000171488	938	1195	991	273	200	232
ENSG00000226394	0	0	0	0	0	0
ENSG00000237200	8	5	0	0	0	0
ENSG00000070886	36	24	44	9	8	0
ENSG00000276835	0	0	0	0	0	0
ENSG00000265422	0	0	0	0	0	0
ENSG00000223776	1	6	0	10	7	17
ENSG00000273058	13	12	17	24	27	20
ENSG00000230325	7	0	3	0	0	0
ENSG00000119285	3539	3747	2867	1011	1094	1245
ENSG00000226498	0	0	0	4	0	0
ENSG00000237991	10	8	6	8	0	12
ENSG00000244020	0	0	0	0	0	0
ENSG00000288099	0	0	0	0	0	0
ENSG00000225886	5	8	8	0	0	0
ENSG00000206767	0	0	0	0	0	0
ENSG00000226662	0	0	0	0	0	0
ENSG00000207095	0	0	0	0	0	0
ENSG00000231344	3	5	1	0	2	0
ENSG00000230833	0	0	0	0	0	0
ENSG00000117758	1460	1433	1647	603	588	836
ENSG00000269971	1	0	0	0	12	4
ENSG00000270031	1	0	4	18	3	0
ENSG00000223062	0	0	0	0	0	0
ENSG00000286433	0	0	0	0	0	0
ENSG00000117751	1774	2261	1804	249	329	385
ENSG00000252947	1	0	0	0	0	0
ENSG00000130775	733	713	801	183	108	81
ENSG00000117748	2032	2556	2578	893	1726	1847
ENSG00000223643	0	0	0	0	0	0
ENSG00000230239	0	0	0	0	0	6
ENSG00000263811	0	0	0	0	0	0
ENSG00000277234	0	0	0	0	0	0
ENSG00000235241	0	0	0	0	0	0
ENSG00000207005	0	0	0	0	6	0
ENSG00000117122	1853	1416	1801	790	1221	1188
ENSG00000159363	4821	5114	5357	3545	3717	3623
ENSG00000117115	442	204	283	250	232	286
ENSG00000282843	0	0	0	0	0	0
ENSG00000142623	0	10	0	8	2	0
ENSG00000142619	220	90	215	66	118	113
ENSG00000266634	4	0	0	0	0	0
ENSG00000199459	0	0	0	0	0	0
ENSG00000273264	0	0	0	0	0	0
ENSG00000282057	0	8	0	11	0	0
ENSG00000199934	0	0	0	0	0	0
ENSG00000142871	4799	2718	4465	7437	4806	3961
ENSG00000226643	0	0	0	0	0	0
ENSG00000234419	0	0	0	2	6	14
ENSG00000276997	19	10	4	40	5	3
ENSG00000222399	0	0	0	0	0	0
ENSG00000267305	1	0	0	3	1	0
ENSG00000143512	0	0	5	3	16	18
ENSG00000143498	322	416	439	110	118	116
ENSG00000154305	2233	1698	2061	803	604	926
ENSG00000229399	0	2	0	3	8	0
ENSG00000272750	36	26	57	9	2	4
ENSG00000186063	1792	2221	2224	1403	1353	1497
ENSG00000162819	1728	1528	1968	839	677	566
ENSG00000234523	0	1	3	0	0	0
ENSG00000164010	119	138	188	212	191	151
ENSG00000164011	311	323	417	57	16	44
ENSG00000233708	0	0	0	2	6	2
ENSG00000225099	0	2	0	2	0	0
ENSG00000284138	5	2	2	0	0	2
ENSG00000207256	0	0	2	0	0	0
ENSG00000283136	0	0	0	0	0	0
ENSG00000277513	0	0	0	0	0	0
ENSG00000154309	665	534	598	602	205	175
ENSG00000226967	0	0	0	0	0	0
ENSG00000229570	0	0	0	2	0	0
ENSG00000203857	0	4	0	0	0	0
ENSG00000226443	0	0	0	4	0	0
ENSG00000249798	0	0	0	0	0	0
ENSG00000239873	0	0	0	2	0	0
ENSG00000240244	2	0	8	27	0	0
ENSG00000260941	23	10	60	6	10	0
ENSG00000198857	7	9	3	0	2	6
ENSG00000143067	994	647	878	307	104	59
ENSG00000134240	0	0	0	21	20	4
ENSG00000134193	20	2	8	6	2	3
ENSG00000227205	0	0	0	0	0	0
ENSG00000226446	0	0	0	3	4	0
ENSG00000134249	0	0	0	1	0	0
ENSG00000092621	14282	8035	16261	9971	12992	12215
ENSG00000027644	0	1	6	6	0	0
ENSG00000241992	0	0	0	0	0	0
ENSG00000137970	252	186	360	710	628	711
ENSG00000223229	0	0	0	0	0	0
ENSG00000226973	0	0	0	0	0	0
ENSG00000274468	0	0	0	0	0	0
ENSG00000130764	3554	3730	3806	1243	1336	1144
ENSG00000266075	8	4	9	0	0	0
ENSG00000272153	3	18	29	0	0	0
ENSG00000230026	18	0	2	10	8	0
ENSG00000284770	96	93	84	71	50	22
ENSG00000229795	3	2	0	0	3	0
ENSG00000238236	0	0	0	0	0	0
ENSG00000235638	0	0	0	0	0	0
ENSG00000231199	0	0	0	0	0	2
ENSG00000226663	0	0	0	0	0	0
ENSG00000231582	0	0	0	0	0	0
ENSG00000232714	0	0	0	0	0	0
ENSG00000235761	0	0	0	0	0	0
ENSG00000270710	0	0	0	0	0	0
ENSG00000227236	0	2	0	0	0	0
ENSG00000198837	2614	2253	2401	1347	1515	1814
ENSG00000160741	1776	1830	1877	2904	2413	2551
ENSG00000276584	1	0	0	0	0	0
ENSG00000282386	14	21	16	8	12	0
ENSG00000273026	6	8	11	0	5	9
ENSG00000143578	235	217	326	614	592	661
ENSG00000143543	111	120	98	136	150	125
ENSG00000285641	0	0	0	0	0	0
ENSG00000143545	145	180	205	309	282	291
ENSG00000177954	1422	918	1589	5962	5552	5450
ENSG00000231416	0	0	4	35	25	17
ENSG00000200220	0	0	2	5	0	0
ENSG00000231837	0	0	0	0	0	0
ENSG00000263987	0	0	0	0	3	3
ENSG00000162642	609	719	873	1257	556	425
ENSG00000223254	0	0	4	13	2	4
ENSG00000116198	2079	1824	1791	785	838	913
ENSG00000169598	465	544	425	109	130	159
ENSG00000226653	0	0	0	0	0	0
ENSG00000207209	0	0	0	0	0	0
ENSG00000272443	0	0	0	0	0	0
